iter	CrossEntropy
369	0.2373625053
370	0.23730508
371	0.2372761901
372	0.2372459508
373	0.2371965083
374	0.2371645813
375	0.237145214
376	0.2371177759
377	0.2370899964
378	0.2370658472
379	0.2370171387
380	0.2369943933
381	0.236943146
382	0.2368844336
383	0.2368826212
384	0.2368491967
385	0.2368121309
386	0.2367959992
387	0.2367674746
388	0.2367402768
389	0.2367057975
390	0.2366655525
391	0.2366093862
392	0.2365850305
393	0.2365533732
394	0.2365074735
395	0.236479466
396	0.2364351797
397	0.2364066797
398	0.2363807363
399	0.2363062043
400	0.2362652716
401	0.2362421437
402	0.2361986091
403	0.2361782302
404	0.2361455539
405	0.2361172403
406	0.2360687859
407	0.2360331047
408	0.2359946241
409	0.2359583511
410	0.2359562869
411	0.2359313395
412	0.2359300988
413	0.2359047722
414	0.2358675098
415	0.2358268441
416	0.2357733064
417	0.2357558036
418	0.2357153997
419	0.2356694678
420	0.2356137887
421	0.2355764785
422	0.235543823
423	0.2355049889
424	0.2354738937
425	0.2354249542
426	0.2353983689
427	0.2353603101
428	0.235321825
429	0.235289292
430	0.2352423399
431	0.2352174676
432	0.2351834125
433	0.2351543959
434	0.2351330505
435	0.235110723
436	0.2350699878
437	0.2350604036
438	0.2350376155
439	0.2350182914
440	0.2349988311
441	0.2349771501
442	0.2349257529
443	0.2349229901
444	0.2348756209
445	0.234831709
446	0.2348042938
447	0.2347516974
448	0.2347234746
449	0.2346957189
450	0.2346637752
451	0.2346365524
452	0.2346213432
453	0.234598968
454	0.2345714643
455	0.234556854
456	0.2345422412
457	0.2345081937
458	0.2344886199
459	0.2344604041
460	0.2344252827
461	0.2344002445
462	0.2343728882
463	0.2343385226
464	0.2343086775
465	0.2342606109
466	0.2342149138
467	0.2341907217
468	0.2341587963
469	0.2341426501
470	0.2340973119
471	0.2340679318
472	0.2340372865
473	0.2340146323
474	0.2339693284
475	0.2339303077
476	0.2339049947
477	0.2338512476
478	0.2338276202
479	0.2338206269
480	0.2337875609
481	0.2337548174
482	0.2337305322
483	0.2337094819
484	0.2337045166
485	0.2336813633
486	0.2336323194
487	0.2336100806
488	0.2335784758
489	0.2335525281
490	0.2335258452
491	0.2334953879
492	0.2334604652
493	0.2334242916
494	0.2333774044
495	0.2333474757
496	0.2333238869
497	0.2332850339
498	0.2332597939
499	0.2332231758
500	0.2332076375
501	0.2332071544
502	0.2331751046
503	0.2331535075
504	0.2331228438
505	0.2330661947
506	0.2330406395
507	0.2330176495
508	0.2329830097
509	0.2329470653
510	0.232915003
511	0.2328889015
512	0.2328613242
513	0.2328456227
514	0.2328206388
515	0.2327970337
516	0.2327653184
517	0.2327356371
518	0.2327114428
519	0.2326794295
520	0.2326502495
521	0.2326358657
522	0.2325911062
523	0.2325698221
524	0.2325222204
525	0.2324852389
526	0.2324429629
527	0.2324201806
528	0.2323778776
529	0.2323459662
530	0.2323242444
531	0.2322792772
532	0.2322499813
533	0.2322111105
534	0.2321831848
535	0.2321634866
536	0.2321439766
537	0.2321063859
538	0.2320941298
539	0.2320752661
540	0.2320517645
541	0.2320185143
542	0.2320019507
543	0.2319747099
544	0.2319338606
545	0.2318938535
546	0.2318759608
547	0.2318348056
548	0.2318021021
549	0.2317704197
550	0.2317492899
551	0.2317158041
552	0.2316984535
553	0.2316715525
554	0.2316386362
555	0.231615921
556	0.2316043613
557	0.2315800829
558	0.2315543507
559	0.2315297533
560	0.2315038238
561	0.2314814737
562	0.2314595908
563	0.2314441456
564	0.2314148623
565	0.2313976501
566	0.2313654892
567	0.2313226467
568	0.2313073988
569	0.2312771892
570	0.2312542763
571	0.2312356689
572	0.2312013286
573	0.2311689543
574	0.2311433241
575	0.2311251205
576	0.2310992703
577	0.2310803385
578	0.2310611005
579	0.2310398461
580	0.2310205241
581	0.2309937711
582	0.230992426
583	0.2309545176
584	0.2309242057
585	0.2308765425
586	0.2308576108
587	0.2308450349
588	0.2308191665
589	0.2307953351
590	0.2307584149
591	0.2307143379
592	0.2306841415
593	0.2306661741
594	0.2306327606
595	0.2306072168
596	0.230568749
597	0.2305379606
598	0.2304928292
599	0.2304522321
600	0.2304182357
601	0.2303745806
602	0.2303371872
603	0.2303030078
604	0.2302728317
605	0.230248045
606	0.2302064915
607	0.2301629687
608	0.2301448207
609	0.2301217763
610	0.2300896785
611	0.2300672082
612	0.2300437375
613	0.2300075793
614	0.2299933703
615	0.2299803794
616	0.2299561443
617	0.2299302329
618	0.2299110722
619	0.2298920473
620	0.2298639744
621	0.2298232978
622	0.2297925983
623	0.2297670927
624	0.2297473648
625	0.2297136704
626	0.2296758126
627	0.2296193038
628	0.2295898511
629	0.2295523015
630	0.2295288573
631	0.2294979782
632	0.2294677039
633	0.2294335421
634	0.2294080161
635	0.229385001
636	0.2293503734
637	0.2293336147
638	0.2293056115
639	0.2292768739
640	0.229236949
641	0.2292254712
642	0.2292104774
643	0.229182236
644	0.229161358
645	0.2291483221
646	0.2290965415
647	0.2290659331
648	0.2290368682
649	0.2290248208
650	0.2289995403
651	0.2289701445
652	0.2289257301
653	0.2288921992
654	0.228865042
655	0.2288399085
656	0.2288181822
657	0.2287814371
658	0.2287568798
659	0.2287310687
660	0.2287122483
661	0.2286746481
662	0.2286511047
663	0.2286347023
664	0.2286104241
665	0.2285869467
666	0.2285836849
667	0.2285432923
668	0.2285031151
669	0.2284725134
670	0.2284502449
671	0.2284209495
672	0.2284032313
673	0.2283856469
674	0.228364143
675	0.2283144248
676	0.2282903984
677	0.2282523287
678	0.2282166499
679	0.2281713195
680	0.228134654
681	0.2281127236
682	0.2280789067
683	0.2280455255
684	0.2280243096
685	0.2279852328
686	0.2279646318
687	0.2279349729
688	0.2279192442
689	0.2278807906
690	0.2278589166
691	0.2278581318
692	0.2278319866
693	0.2277938827
694	0.227766254
695	0.2277503913
696	0.2277326615
697	0.2277134619
698	0.2276993549
699	0.2276735407
700	0.2276449753
701	0.2276244534
702	0.227595713
703	0.2275803334
704	0.2275504379
705	0.2275213478
706	0.2275004401
707	0.2274741183
708	0.2274597189
709	0.2274398005
710	0.2274042825
711	0.2273738346
712	0.2273516862
713	0.2273229114
714	0.2272947339
715	0.2272789889
716	0.2272729301
717	0.2272494984
718	0.2272285682
719	0.2272140256
720	0.2271944753
721	0.2271914945
722	0.2271727148
723	0.2271421213
724	0.2271246683
725	0.2270929034
726	0.2270696739
727	0.2270446153
728	0.2270170459
729	0.2269843676
730	0.2269736429
731	0.2269458013
732	0.2269229544
733	0.2269027359
734	0.2268747106
735	0.2268555498
736	0.2268304166
737	0.2268144133
738	0.2267853981
739	0.2267481493
740	0.2267258876
741	0.2267077181
742	0.2266818859
743	0.226669328
744	0.2266478218
745	0.2266218513
746	0.2265975704
747	0.2265941612
748	0.226568023
749	0.2265179918
750	0.226496855
751	0.2264681375
752	0.2264322538
753	0.2264022797
754	0.2263903301
755	0.2263612697
756	0.2263380465
757	0.2262912003
758	0.226269819
759	0.2262540266
760	0.2262284193
761	0.2262253525
762	0.2261941831
763	0.2261596337
764	0.2261462413
765	0.2261273536
766	0.2261002716
767	0.2260693011
768	0.2260414069
769	0.226014545
770	0.2259852923
771	0.2259664943
772	0.2259404279
773	0.2259399266
774	0.2259224829
775	0.225908467
776	0.2258684372
777	0.2258483478
778	0.2258137732
779	0.2257716024
780	0.2257426013
781	0.2256984346
782	0.2256711349
783	0.2256325701
784	0.2256075933
785	0.2255764624
786	0.2255303264
787	0.2254844605
788	0.2254603732
789	0.2254350534
790	0.2254193223
791	0.2254135515
792	0.2253967634
793	0.2253571599
794	0.2253163722
795	0.2252890653
796	0.2252599259
797	0.2252360788
798	0.2252182564
799	0.2252002291
800	0.2251593596
801	0.2251305609
802	0.2251038468
803	0.2250666118
804	0.2250319328
805	0.2249863901
806	0.2249571939
807	0.2249466278
808	0.2249257725
809	0.2248933215
810	0.2248727784
811	0.2248452519
812	0.224810659
813	0.2247949051
814	0.2247831573
815	0.2247602265
816	0.2247370324
817	0.2247304292
818	0.2247077278
819	0.2246745825
820	0.2246515359
821	0.2246193478
822	0.2245819511
823	0.2245530727
824	0.2245219303
825	0.2244781311
826	0.224442731
827	0.2244026579
828	0.2243786244
829	0.2243631861
830	0.2243231403
831	0.2242836483
832	0.2242369358
833	0.2242018649
834	0.2241707503
835	0.2241505778
836	0.2241196871
837	0.2241042214
838	0.224088978
839	0.2240593189
840	0.22402241
841	0.2240021172
842	0.2239556383
843	0.2239378341
844	0.2239202883
845	0.2238911421
846	0.2238491524
847	0.2238190677
848	0.2237901073
849	0.2237830437
850	0.2237527541
851	0.2237355463
852	0.2237031742
853	0.2236858414
854	0.2236732906
855	0.2236304118
856	0.2236258184
857	0.2236033979
858	0.2235840854
859	0.2235356009
860	0.2235097781
861	0.2234780641
862	0.2234515992
863	0.2234174921
864	0.2233956114
865	0.2233845169
866	0.2233610892
867	0.223335502
868	0.2233054891
869	0.2232783573
870	0.2232593892
871	0.2232464615
872	0.2232149812
873	0.2231871574
874	0.2231746587
875	0.2231462833
876	0.2231105055
877	0.2230933612
878	0.223069505
879	0.2230416337
880	0.2230026926
881	0.2229770505
882	0.2229464482
883	0.2229060306
884	0.2228811467
885	0.2228436393
886	0.2228118186
887	0.2227820808
888	0.2227613797
889	0.2227412548
890	0.2227172786
891	0.2227036821
892	0.2226882391
893	0.2226633028
894	0.2226264259
895	0.2226025243
896	0.2225857928
897	0.2225692997
898	0.2225453262
899	0.2225185027
900	0.2224825424
901	0.2224623071
902	0.2224216019
903	0.2224115581
904	0.2223684477
905	0.2223448885
906	0.2223043869
907	0.2222969989
908	0.2222769419
909	0.2222284242
910	0.2222105475
911	0.2221859474
912	0.2221693657
913	0.2221542563
914	0.222119682
915	0.2221165721
916	0.2220989153
917	0.2220772439
918	0.2220642892
919	0.2220442936
920	0.2220264625
921	0.2220039263
922	0.221963783
923	0.2219521466
924	0.2219212878
925	0.2219024718
926	0.2218722387
927	0.2218370468
928	0.2218116819
929	0.221773309
930	0.2217291259
931	0.2216899389
932	0.2216817706
933	0.2216701178
934	0.2216396038
935	0.2216260219
936	0.2216007093
937	0.2215678634
938	0.2215408454
939	0.2215299256
940	0.2214895737
941	0.2214416362
942	0.2214017365
943	0.2213796925
944	0.221349233
945	0.221311662
946	0.22128299
947	0.2212356508
948	0.2212063024
949	0.2211664809
950	0.221131811
951	0.2211164158
952	0.2210880425
953	0.2210662571
954	0.2210257463
955	0.2209911196
956	0.2209628919
957	0.2209529881
958	0.2209373977
959	0.2209002648
960	0.2208648244
961	0.220850586
962	0.2208208049
963	0.2207833534
964	0.2207564802
965	0.2207219126
966	0.2206829279
967	0.2206730355
968	0.2206644521
969	0.2206457131
970	0.2206074021
971	0.2205876945
972	0.2205662856
973	0.2205462125
974	0.2205297897
975	0.2204989356
976	0.2204547163
977	0.2204282471
978	0.2204092996
979	0.2203867316
980	0.2203539466
981	0.2203246758
982	0.2202840573
983	0.2202607864
984	0.2202320097
985	0.2202005677
986	0.2201926533
987	0.2201667123
988	0.2201275568
989	0.2201053564
990	0.2200945863
991	0.2200694415
992	0.2200480486
993	0.2200206804
994	0.2200067571
995	0.2199920966
996	0.2199684103
997	0.2199618842
998	0.2199253794
999	0.2199041998
